iter,stride,blocksize,runtime,iotime,volume,mib_throughput,pages_cached,pages_not_cached
873813, 12288, 1024, 368.805386, 223.326777, 853.333008, 3.821006, 8.070312, 3405.261719
873813, 12288, 1024, 368.132774, 222.797292, 853.333008, 3.830087, 8.066406, 3405.265625
873813, 12288, 1024, 367.789805, 222.492359, 853.333008, 3.835336, 0.003906, 3413.328125
