iter,stride,blocksize,runtime,iotime,volume,mib_throughput,pages_cached,pages_not_cached
873813,12288,1024,215.484988,70.436566,853.333008,12.114915,53.964844,3359.367188
873813,12288,1024,216.153589,71.059374,853.333008,12.008732,53.882812,3359.449219
873813,12288,1024,215.930637,70.873195,853.333008,12.040278,54.121094,3359.210938
